Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
RT USER: USER Bubarkan DPR/DPRD...bentuk pansus hak angket rakyat untuk memberhentikan DPR/DPRD,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat dewan wakil rakyat daerah bentuk panitia khusus hak angket rakyat henti dewan wakil rakyat dewan wakil rakyat daerah,"['bubar', 'dewan', 'wakil', 'rakyat', 'dewan', 'wakil', 'rakyat', 'daerah', 'bentuk', 'panitia', 'khusus', 'hak', 'angket', 'rakyat', 'henti', 'dewan', 'wakil', 'rakyat', 'dewan', 'wakil', 'rakyat', 'daerah']"
"Meski memang imigran, mereka hidup sebelum Myanmar berdiri pada 1948. Apakah imigran China bisa diusir dari Indonesia? Banyak yang siap jika aturan mainnya seperti itu.",1,0,0,1,0,1,0,0,0,0,0,1,imigran hidup myanmar 1948 imigran cina usir indonesia atur main sepe i,"['imigran', 'hidup', 'myanmar', '1948', 'imigran', 'cina', 'usir', 'indonesia', 'atur', 'main', 'sepe', 'i']"
USER Khawatir pembunuhan tidak akan pernah lucu. Yang mana yang diancam Presiden... Bodoh sekali. Anjurkan hukuman yang paling berat pak... PENGGUNA',1,1,1,0,0,0,0,0,1,0,0,1,khawatir bunuh lucu ancam presiden bodoh anjur hukum berat,"['khawatir', 'bunuh', 'lucu', 'ancam', 'presiden', 'bodoh', 'anjur', 'hukum', 'berat']"
PENGGUNA Bubarkan DPR,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat,"['bubar', 'dewan', 'wakil', 'rakyat']"
Tidak apa-apa untuk menghancurkan rezim USER URL saja,1,0,1,0,0,0,0,0,1,0,0,1,hancur rezim uniform resource locator,"['hancur', 'rezim', 'uniform', 'resource', 'locator']"
Hancurkan Anjing PKI. URL,1,1,0,1,0,1,0,0,0,0,0,1,hancur anjing partai komunis indonesia uniform resource locator,"['hancur', 'anjing', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
Kepala Polisi Pensiunan PENGGUNA PENGGUNA URL,1,0,1,0,0,0,0,0,1,0,0,1,kepala polisi pensiun uniform resource locator,"['kepala', 'polisi', 'pensiun', 'uniform', 'resource', 'locator']"
Bubarkan saja DPR...sebagian besar URL tidak bersuara,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat uniform resource locator suara,"['bubar', 'dewan', 'wakil', 'rakyat', 'uniform', 'resource', 'locator', 'suara']"
Kami punya TAKBIR yang akan menghancurkan kalian PKI!!!,1,0,0,1,0,1,0,0,0,0,0,1,takbir hancur partai komunis indonesia,"['takbir', 'hancur', 'partai', 'komunis', 'indonesia']"
"Jika ingin Indonesia kembali damai, usir China dari Indonesia.",1,0,0,1,0,1,0,0,0,0,0,1,indonesia damai usir cina indonesia,"['indonesia', 'damai', 'usir', 'cina', 'indonesia']"
"Kemarin di SIANTAR, banner anda DIHAPUS; sekarang MENCURI KAMPANYE di tengah-tengah DEMO; dimana PANWASLU; DJAROT MELAKUKAN KAMPANYE PENIPUAN DItengah DEMONSTRASI buruh; TINDAKAN PASTI TERHADAP PASLON PENIPU NO. 2 #djoss #register40 #gubsu pemilu2018 #pilkada #sumut;",1,0,1,0,0,0,0,0,1,0,0,1,kemarin siantar banner hapus curi kampanye demo panitia awas milu djarot laku kampanye tipu demonstrasi buruh tindak hadap pasang calon tipu no 2 keren register 40 gubsu pemilu2018 pilih kepala daerah sumatra utara,"['kemarin', 'siantar', 'banner', 'hapus', 'curi', 'kampanye', 'demo', 'panitia', 'awas', 'milu', 'djarot', 'laku', 'kampanye', 'tipu', 'demonstrasi', 'buruh', 'tindak', 'hadap', 'pasang', 'calon', 'tipu', 'no', '2', 'keren', 'register', '40', 'gubsu', 'pemilu2018', 'pilih', 'kepala', 'daerah', 'sumatra', 'utara']"
"Kita harus melawan, mengusir duta besar Kenya, dan memboikot semua hal yang berhubungan dengan agama Buddha.",1,0,0,1,1,1,0,0,0,0,0,1,lawan usir duta kenya boikot hubung agama buddha,"['lawan', 'usir', 'duta', 'kenya', 'boikot', 'hubung', 'agama', 'buddha']"
"Dana Haji Digelapkan?! Saatnya menyingkirkan Jokowi! Negara ini digadaikan kepada asing. Defisit Makin Besar, APBN Runtuh, JoKoWi Turun",1,0,1,0,0,0,0,0,1,0,0,1,dana haji gelap singkir jokowi negara gadai asing defisit anggar belanja negara runtuh jokowi turun,"['dana', 'haji', 'gelap', 'singkir', 'jokowi', 'negara', 'gadai', 'asing', 'defisit', 'anggar', 'belanja', 'negara', 'runtuh', 'jokowi', 'turun']"
"Dan setelah menghalangi Jokowi, saya berharap agar Jokowi bisa digulingkan",1,0,1,0,0,0,0,0,1,0,0,1,halang jokowi harap jokowi guling,"['halang', 'jokowi', 'harap', 'jokowi', 'guling']"
19. Pemimpin masjid adalah pemimpin yang dapat mengajak kita untuk sungguh-sungguh menjalankan syariat Islam. Menggulingkan pemimpin non-Muslim,1,0,0,1,1,0,0,0,0,0,0,1,19 pimpin masjid pimpin ajak sungguh sungguh jalan syariat islam guling pimpin non muslim,"['19', 'pimpin', 'masjid', 'pimpin', 'ajak', 'sungguh', 'sungguh', 'jalan', 'syariat', 'islam', 'guling', 'pimpin', 'non', 'muslim']"
"Masih ingat, kami mendepak Siloam China! Jika saya mati, anak-anak saya pasti akan mengerti filosofi hidup! Harga diri adalah yang terpenting, bukan berada di bawah kaki Penjajah",1,0,0,1,0,1,0,0,0,0,0,1,depak siloam cina mati anak anak menge i filosofi hidup harga kaki jajah,"['depak', 'siloam', 'cina', 'mati', 'anak', 'anak', 'menge', 'i', 'filosofi', 'hidup', 'harga', 'kaki', 'jajah']"
"USER Ngeri Rakyatku, PKI Barbar Mau Bangkit...Tolak dan Bubar!!!",1,1,0,1,0,1,0,0,0,0,0,1,ngeri rakyat partai komunis indonesia barbar bangkit tolak bubar,"['ngeri', 'rakyat', 'partai', 'komunis', 'indonesia', 'barbar', 'bangkit', 'tolak', 'bubar']"
"BUBARKAN SAJA Pansus KPK. Jika perlu, buat polling. Biarkan masyarakat di luar parlemen yang memutuskan. Bubarkan Pansus KPK. URL",1,0,0,1,0,0,0,0,1,0,0,1,bubar panitia khusus komisi berantas korupsi polling biar masyarakat parlemen putus bubar panitia khusus komisi berantas korupsi uniform resource locator,"['bubar', 'panitia', 'khusus', 'komisi', 'berantas', 'korupsi', 'polling', 'biar', 'masyarakat', 'parlemen', 'putus', 'bubar', 'panitia', 'khusus', 'komisi', 'berantas', 'korupsi', 'uniform', 'resource', 'locator']"
"Pengkhianatan PKI membunuh jenderal-jenderal PKI, kata Bung Karno. Bubarkan PKI. Turunkan harga dan bubarkan kabinet Tritura.",1,0,0,1,0,1,0,0,0,0,0,1,khianat partai komunis indonesia bunuh jenderal jenderal partai komunis indonesia karno bubar partai komunis indonesia turun harga bubar kabinet tritura,"['khianat', 'partai', 'komunis', 'indonesia', 'bunuh', 'jenderal', 'jenderal', 'partai', 'komunis', 'indonesia', 'karno', 'bubar', 'partai', 'komunis', 'indonesia', 'turun', 'harga', 'bubar', 'kabinet', 'tritura']"
Tiongkok telah mengendalikan perekonomian dan media massa. Mari kita singkirkan Indonesia.,1,0,0,1,0,1,0,0,0,0,0,1,tiongkok kendali ekonomi media massa mari singkir indonesia,"['tiongkok', 'kendali', 'ekonomi', 'media', 'massa', 'mari', 'singkir', 'indonesia']"
Usir Cina dari Indonesia,1,0,0,1,0,1,0,0,0,0,0,1,usir cina indonesia,"['usir', 'cina', 'indonesia']"
PENGGUNA Kupas tuntas dan kalahkan antek-antek komunis.,1,0,0,1,0,1,0,0,0,0,0,1,kupas tuntas kalah antek antek komunis,"['kupas', 'tuntas', 'kalah', 'antek', 'antek', 'komunis']"
"Coba usir orang Tionghoa, 100% rakyat NKRI tidak bodoh, NKRI kaya, orang asing bernilai triliunan karena menguras NKRI, jadi berhentilah bersikap bodoh.",1,1,0,1,0,1,0,0,0,0,0,1,coba usir orang tionghoa 100 rakyat negara republik indonesia bodoh negara republik indonesia kayak orang asing nila triliun uras negara republik indonesia henti sikap bodoh,"['coba', 'usir', 'orang', 'tionghoa', '100', 'rakyat', 'negara', 'republik', 'indonesia', 'bodoh', 'negara', 'republik', 'indonesia', 'kayak', 'orang', 'asing', 'nila', 'triliun', 'uras', 'negara', 'republik', 'indonesia', 'henti', 'sikap', 'bodoh']"
"Bubarkan Komisi Pemberantasan Korupsi, perkuat kelembagaan sistem politik negara",1,0,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi kuat lembaga sistem politik negara,"['bubar', 'komisi', 'berantas', 'korupsi', 'kuat', 'lembaga', 'sistem', 'politik', 'negara']"
Ternyata tol itu hutang ke jepang... lewat 3% jokowi layak dimakzulkan... singkirkan jokowi...,1,0,1,0,0,0,0,0,1,0,0,1,nyata tol hutang jepang 3 jokowi layak makzul singkir jokowi,"['nyata', 'tol', 'hutang', 'jepang', '3', 'jokowi', 'layak', 'makzul', 'singkir', 'jokowi']"
"RT USER USER disebut juga rawa pecundang. Bubarkan saja USER kalau hanya menangani kasus kecil, tidak berani menangani BLBI RSSW dll.",1,0,0,1,0,0,0,0,1,0,0,1,rawa cundang bubar tangan berani tangan bantu likuiditas bank indonesia rumah sakit sumber waras,"['rawa', 'cundang', 'bubar', 'tangan', 'berani', 'tangan', 'bantu', 'likuiditas', 'bank', 'indonesia', 'rumah', 'sakit', 'sumber', 'waras']"
"TOLAK PERPPU TOLAK REZIM KEKUASAAN, PERPPU MASUKNYA UNTUK MENYINGKIRKAN JOKOWI",1,0,1,0,0,0,0,0,1,0,0,1,tolak atur perintah ganti undang undang tolak rezim kuasa atur perintah ganti undang undang masuk singkir jokowi,"['tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'tolak', 'rezim', 'kuasa', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'masuk', 'singkir', 'jokowi']"
RT USER dibubarkan &amp; USER diusir ke Yordania,1,0,0,1,0,0,0,0,1,0,0,1,bubar amp usir yordania,"['bubar', 'amp', 'usir', 'yordania']"
PENGGUNA RT Kalau Jokowi tak bisa diingatkan... mundur saja jenderalnya... bantai dia di 2019 lewat Pilpres,1,0,1,0,0,0,0,0,1,0,0,1,jokowi mundur jenderal bantai 2019 pilih presiden,"['jokowi', 'mundur', 'jenderal', 'bantai', '2019', 'pilih', 'presiden']"
turunkan Jokowi. Rezim ini telah mengorbankan Ahok,1,0,1,0,0,0,0,0,1,0,0,1,turun jokowi rezim korban ahok,"['turun', 'jokowi', 'rezim', 'korban', 'ahok']"
"Yang beda pendapat harus dikuliti/ditangkap, itu orang Tionghoa",1,0,0,1,0,1,0,0,0,0,0,1,beda kulit tangkap orang tionghoa,"['beda', 'kulit', 'tangkap', 'orang', 'tionghoa']"
"Komisi Pemberantasan Korupsi (KPK) kacau dan bodoh...bubarkan saja c USER, tapi banyak kasus berlalu begitu saja...ha haram URL",1,1,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi komisi berantas korupsi kacau bodoh bubar c haram uniform resource locator,"['komisi', 'berantas', 'korupsi', 'komisi', 'berantas', 'korupsi', 'kacau', 'bodoh', 'bubar', 'c', 'haram', 'uniform', 'resource', 'locator']"
"Tangkap Ahok Sekarang Juga, Share Kalau Setuju!!!",1,0,1,0,0,0,0,0,1,0,0,1,tangkap ahok tuju,"['tangkap', 'ahok', 'tuju']"
"Tumbangkan saja Jokowi, kenapa tidak dilaporkan! jika Anda memiliki presiden dan asistennya Anda tidak akan bisa mensejahterakan rakyat Anda!",1,0,1,0,0,0,0,0,1,0,0,1,tumbang jokowi lapor milik presiden asisten sejahtera rakyat,"['tumbang', 'jokowi', 'lapor', 'milik', 'presiden', 'asisten', 'sejahtera', 'rakyat']"
Singkirkan Jokowi sekarang...,1,0,1,0,0,0,0,0,1,0,0,1,singkir jokowi,"['singkir', 'jokowi']"
"PENGGUNA RT Daripada menghentikan KPK, lebih baik DPR yang rakus dan tidak berguna bagi rakyat dibubarkan",1,0,0,1,0,0,0,0,1,0,0,1,henti komisi berantas korupsi dewan wakil rakyat rakus rakyat bubar,"['henti', 'komisi', 'berantas', 'korupsi', 'dewan', 'wakil', 'rakyat', 'rakus', 'rakyat', 'bubar']"
"Ahok: Memilih pemimpin berdasarkan agama melanggar konstitusi. Mending kita BUNGKUS BABI INI saja, SUARANYA TERPISAH ANTARA UMAT BERAGAMA.",1,1,1,0,0,0,0,0,1,0,0,1,ahok pilih pimpin dasar agama langgar konstitusi mending bungkus babi suara pisah umat agama,"['ahok', 'pilih', 'pimpin', 'dasar', 'agama', 'langgar', 'konstitusi', 'mending', 'bungkus', 'babi', 'suara', 'pisah', 'umat', 'agama']"
jika PENGGUNA tidak dapat membangun kabinet yang dapat meningkatkan daya beli maka HAPUS PENGGUNA,1,0,1,0,0,0,0,0,1,0,0,1,bangun kabinet tingkat daya beli hapus,"['bangun', 'kabinet', 'tingkat', 'daya', 'beli', 'hapus']"
Usir Orang Tionghoa dari NKRI. Warga keturunan Tionghoa akan disaring terlebih dahulu,1,0,0,1,0,1,0,0,0,0,0,1,usir orang tionghoa negara republik indonesia warga turun tionghoa saring,"['usir', 'orang', 'tionghoa', 'negara', 'republik', 'indonesia', 'warga', 'turun', 'tionghoa', 'saring']"
RT USER: USER hancurkan PKI,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia,"['hancur', 'partai', 'komunis', 'indonesia']"
"Ini media Tiongkok, bukan? Buanglah, Sebab Perpecahan!",1,0,0,1,0,1,0,0,0,0,0,1,media tiongkok buang pecah,"['media', 'tiongkok', 'buang', 'pecah']"
"sekarang Anda lihat sendiri, bagaimana rezim ini ingin menjual seluruh aset negara. menggulingkan Jokowi Garuda Bangkrut",1,0,1,0,0,0,0,0,1,0,0,1,lihat rezim jual aset negara guling jokowi garuda bangkrut,"['lihat', 'rezim', 'jual', 'aset', 'negara', 'guling', 'jokowi', 'garuda', 'bangkrut']"
USER Saya mendukung 200% pernyataan Najwa tentang KPK. DPR sebaiknya kita bubarkan saja,1,0,0,1,0,0,0,0,1,0,0,1,dukung 200 nyata najwa komisi berantas korupsi dewan wakil rakyat bubar,"['dukung', '200', 'nyata', 'najwa', 'komisi', 'berantas', 'korupsi', 'dewan', 'wakil', 'rakyat', 'bubar']"
5 Kata Bodoh Ahoker Hari Ini Menuntut Penggulingan Jokowi! URL,1,1,1,0,0,0,0,0,1,0,0,1,5 bodoh ahoker tuntut guling jokowi uniform resource locator,"['5', 'bodoh', 'ahoker', 'tuntut', 'guling', 'jokowi', 'uniform', 'resource', 'locator']"
"Sampai saat ini USER masih bertahan dengan pernyataannya yang mengatakan bahwa “kitab suci itu fiksi dan fiksi” ini benar-benar baru D.N AIDIT malah dia menantang 240 juta umat Islam di negeri ini, lalu apa yang ingin kita lakukan dengan ini? rakyat?",1,0,1,0,0,0,0,0,1,0,0,1,be ahan nyata kitab suci fiksi fiksi aidit tantang 240 juta umat islam negeri laku rakyat,"['be', 'ahan', 'nyata', 'kitab', 'suci', 'fiksi', 'fiksi', 'aidit', 'tantang', '240', 'juta', 'umat', 'islam', 'negeri', 'laku', 'rakyat']"
"RT USER USER Bubarkan saja KPK, ternyata lemah. Seharusnya PTUN menguatkan, malah dibatalkan, artinya OTT bohong",1,0,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi nyata lemah adil tata usaha negara kuat batal a inya ott bohong,"['bubar', 'komisi', 'berantas', 'korupsi', 'nyata', 'lemah', 'adil', 'tata', 'usaha', 'negara', 'kuat', 'batal', 'a', 'inya', 'ott', 'bohong']"
RT USER USER APA NAMA PARTAI PKI PERTAMA DI INDONESIA?,1,0,0,1,0,1,0,0,0,0,0,1,nama ai partai komunis indonesia pe indonesia,"['nama', 'ai', 'partai', 'komunis', 'indonesia', 'pe', 'indonesia']"
"Tolak Kebangkitan PKI, Tolak Perpu Anti Islam Diktator Jokowi Gulingkan Rakyat Jokowi Bersama TNI URL",1,0,1,0,0,0,0,0,1,0,0,1,tolak bangkit partai komunis indonesia tolak atur perintah ganti undang undang anti islam diktator jokowi guling rakyat jokowi tentara nasional indonesia uniform resource locator,"['tolak', 'bangkit', 'partai', 'komunis', 'indonesia', 'tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'anti', 'islam', 'diktator', 'jokowi', 'guling', 'rakyat', 'jokowi', 'tentara', 'nasional', 'indonesia', 'uniform', 'resource', 'locator']"
"Ini adalah salah satu gaya propaganda komunis yang baru, jadi Jokowi jelas merupakan bagian dari kelompok itu. HAPUS JOKOWI",1,0,1,0,0,0,0,0,1,0,0,1,salah gaya propaganda komunis jokowi rupa kelompok hapus jokowi,"['salah', 'gaya', 'propaganda', 'komunis', 'jokowi', 'rupa', 'kelompok', 'hapus', 'jokowi']"
"Mari kita jaga lingkungan kita mendekati 30/S, jika ada kegiatan antek komunis laporkan ke Ulama dan TNI...!! Hancurkan PKI",1,0,0,1,0,1,0,0,0,0,0,1,mari jaga lingkung 30 si giat antek komunis lapor ulama tentara nasional indonesia hancur partai komunis indonesia,"['mari', 'jaga', 'lingkung', '30', 'si', 'giat', 'antek', 'komunis', 'lapor', 'ulama', 'tentara', 'nasional', 'indonesia', 'hancur', 'partai', 'komunis', 'indonesia']"
Keempat partai yang keluar semuanya merupakan partai besar. Banteng itu menerjang. Kuncinya ada di tangan rakyat. Jangan menunggu hingga tahun 2019 untuk segera menggulingkan Jokowi. REVOLUSI,1,0,0,1,0,0,0,0,1,0,0,1,ai rupa ai banteng terjang kunci tangan rakyat tunggu 2019 guling jokowi revolusi,"['ai', 'rupa', 'ai', 'banteng', 'terjang', 'kunci', 'tangan', 'rakyat', 'tunggu', '2019', 'guling', 'jokowi', 'revolusi']"
"Saat pemerintah memblokir Tumblr, TikTok dan Telegram.\n\n""Yang memblokir aplikasi itu dia yang bodoh!"".\n\nSaat 'seorang Zionis' membunuh seorang warga Palestina.\n\n""Kalian Yahudi $ &*+#$! Boikot Israel, jangan beli produk kafir!"".\n\",1,1,0,1,1,1,0,0,0,0,0,1,perintah blokir tumblr tiktok telegram blokir aplikasi bodoh orang zionis bunuh orang warga palestina yahudi boikot israel beli produk kafir,"['perintah', 'blokir', 'tumblr', 'tiktok', 'telegram', 'blokir', 'aplikasi', 'bodoh', 'orang', 'zionis', 'bunuh', 'orang', 'warga', 'palestina', 'yahudi', 'boikot', 'israel', 'beli', 'produk', 'kafir']"
"Kepung Istana, Ayo Gulingkan Orang Nomor 1 di INA, Jokowi Buat Orang Tak Mungkin Daftar CPNS, Dulu Enak, Daftar CPNS Gampang, Sekarang Tak Dibuka.",1,0,1,0,0,0,0,0,1,0,0,1,kepung istana ayo guling orang nomor 1 ina jokowi orang daftar calon pegawai negeri sipil enak daftar calon pegawai negeri sipil gampang buka,"['kepung', 'istana', 'ayo', 'guling', 'orang', 'nomor', '1', 'ina', 'jokowi', 'orang', 'daftar', 'calon', 'pegawai', 'negeri', 'sipil', 'enak', 'daftar', 'calon', 'pegawai', 'negeri', 'sipil', 'gampang', 'buka']"
"Secara hukum, Jokowi bisa didemosikan secara konstitusional karena melanggar hukum. Singkirkan Jokowi...",1,0,1,0,0,0,0,0,1,0,0,1,hukum jokowi demosi konstitusional langgar hukum singkir jokowi,"['hukum', 'jokowi', 'demosi', 'konstitusional', 'langgar', 'hukum', 'singkir', 'jokowi']"
PENGGUNA MENGHENTIKAN HTI. MENOLAK PENGERTIAN KALIFAH,1,0,0,1,1,0,0,0,0,0,0,1,henti hati tolak penge ian kalifah,"['henti', 'hati', 'tolak', 'penge', 'ian', 'kalifah']"
Malam Ini: Hancurkan! Membakar! Bunuh PKI!,1,0,0,1,0,1,0,0,0,0,0,1,malam hancur bakar bunuh partai komunis indonesia,"['malam', 'hancur', 'bakar', 'bunuh', 'partai', 'komunis', 'indonesia']"
"Kekuasaan adalah sebuah ujian, gunakanlah dengan adil dan penuh kepercayaan. Tolak PERPPU Otoriter Tolak PERPPU Anti-Islam untuk menggulingkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,kuasa buah uji adil penuh percaya tolak atur perintah ganti undang undang otoriter tolak atur perintah ganti undang undang anti islam guling jokowi,"['kuasa', 'buah', 'uji', 'adil', 'penuh', 'percaya', 'tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'otoriter', 'tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'anti', 'islam', 'guling', 'jokowi']"
USER USER China adalah babi yang menghancurkan Indonesia. Bunuh saja,1,1,0,1,0,1,0,0,0,0,0,1,cina babi hancur indonesia bunuh,"['cina', 'babi', 'hancur', 'indonesia', 'bunuh']"
"Bingung...profesor dan dokter bicara tak jelas, yang penting jatuhkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,bingung profesor dokter bicara jatuh jokowi,"['bingung', 'profesor', 'dokter', 'bicara', 'jatuh', 'jokowi']"
"bohong, khayalan makin parah, hukum kacau, jangan sampai berlarut-larut.. Indonesia bisa bangkrut USER Hapus Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,bohong khayal parah hukum kacau larut larut indonesia bangkrut hapus jokowi,"['bohong', 'khayal', 'parah', 'hukum', 'kacau', 'larut', 'larut', 'indonesia', 'bangkrut', 'hapus', 'jokowi']"
Jatuhkan PKI... Rakyat Indonesia mendukung!!! URL,1,0,0,1,0,1,0,0,0,0,0,1,jatuh partai komunis indonesia rakyat indonesia dukung uniform resource locator,"['jatuh', 'partai', 'komunis', 'indonesia', 'rakyat', 'indonesia', 'dukung', 'uniform', 'resource', 'locator']"
Ahok tumbang... bakalan mudah disingkirkan Jokowi.,1,0,1,0,0,0,0,0,1,0,0,1,ahok tumbang mudah singkir jokowi,"['ahok', 'tumbang', 'mudah', 'singkir', 'jokowi']"
"Ayo lengserkan USER 2019, tak ampun",1,0,1,0,0,0,0,0,1,0,0,1,ayo lengser 2019 ampun,"['ayo', 'lengser', '2019', 'ampun']"
KENAPA ORANG CINA BERGABUNG DALAM KLAIM... KEMBALI KE SANA KE CHINA... UMAT ISLAM ROHINGYA DIHILANGKAN OLEH UMAT BUDDHA MYANMAR... KAMPRET,1,1,0,1,1,1,0,0,0,0,0,1,orang cina gabung klaim cina umat islam rohingya hilang umat buddha myanmar kampret,"['orang', 'cina', 'gabung', 'klaim', 'cina', 'umat', 'islam', 'rohingya', 'hilang', 'umat', 'buddha', 'myanmar', 'kampret']"
perintah ulama!! TURUNKAN PKI!! URL,1,0,0,1,0,0,0,0,1,0,0,1,perintah ulama turun partai komunis indonesia uniform resource locator,"['perintah', 'ulama', 'turun', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
"FPI: Pendukung Ahok kalah jumlah, InsyaAllah Gubernur Korup dan Penista URL Akan Kami Usir",1,0,0,1,1,0,0,0,0,0,0,1,front bela islam dukung ahok kalah insyaallah gubernur korup nista uniform resource locator usir,"['front', 'bela', 'islam', 'dukung', 'ahok', 'kalah', 'insyaallah', 'gubernur', 'korup', 'nista', 'uniform', 'resource', 'locator', 'usir']"
USER USER KPK Bubarkan saja... Digaji dari uang rakyat hanya untuk jadi pemeran lelucon lenong anak-anak...,1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi bubar gaji uang rakyat lelucon lenong anak anak,"['komisi', 'berantas', 'korupsi', 'bubar', 'gaji', 'uang', 'rakyat', 'lelucon', 'lenong', 'anak', 'anak']"
"Ki gila P: Saya jelmaan JAYABAYA, RI harus kembali ke UUD45! BUKA PENGGUNA PENGGUNA CINA",1,0,0,1,0,1,0,0,0,0,0,1,ki gila p jelma jayabaya ri undang undang dasar 1945 buka cina,"['ki', 'gila', 'p', 'jelma', 'jayabaya', 'ri', 'undang', 'undang', 'dasar', '1945', 'buka', 'cina']"
Hapus PKI dengan URL IQ 200,1,0,0,1,0,1,0,0,0,0,0,1,hapus partai komunis indonesia uniform resource locator intelligence quotient 200,"['hapus', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator', 'intelligence', 'quotient', '200']"
RT USER Membubarkan DPR saja tidak ada manfaatnya bagi bangsa. Bela KPK,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat manfaat bangsa bela komisi berantas korupsi,"['bubar', 'dewan', 'wakil', 'rakyat', 'manfaat', 'bangsa', 'bela', 'komisi', 'berantas', 'korupsi']"
"Nah, jika kita mengusir minoritas Budha di Indonesia, kita akan barter dengan umat Islam. PENGGUNA PENGGUNA PENGGUNA",1,0,0,1,1,0,0,0,0,0,0,1,usir minoritas buddha indonesia ba er umat islam,"['usir', 'minoritas', 'buddha', 'indonesia', 'ba', 'er', 'umat', 'islam']"
"Jika sang ayah dibunuh oleh PKI,,,, biasanya sang anak akan membalas dendam dan harus mengusir komunis Tiongkok daripada menggunakan reklamasi.",1,0,0,1,0,1,0,0,0,0,0,1,sang ayah bunuh partai komunis indonesia sang anak balas dendam usir komunis tiongkok reklamasi,"['sang', 'ayah', 'bunuh', 'partai', 'komunis', 'indonesia', 'sang', 'anak', 'balas', 'dendam', 'usir', 'komunis', 'tiongkok', 'reklamasi']"
